Results from heasarc_atnfpulsar: ATNF Pulsar Catalog
Coordinate system:  Equatorial
|name            |ra           |dec          |period               |period_error|period_dot  |period_dot_error|dm        |dm_error|flux_1400_mhz|flux_1400_mhz_error|spect_index|spect_index_error|a1             |a1_error|eccentricity|eccentricity_error|min_mass|median_mass|companion_type|mass_ratio|mass_ratio_error|distance|pulsar_type|age     |b_surf  |transverse_velocity|
|PSR J1841-0345  |18 41 38.6800|-03 48 42.600|0.204068115056       |     1.7e-11| 5.78720e-14|         3.0e-18| 194.32000| 0.06000|        1.300|              0.300|       -0.8|              0.0|               |        |            |                  |        |           |              |          |                |    3.78|R          |5.59e+04|3.48e+12|                   |
|PSR J1844-0346  |18 44 32.8900|-03 46 30.600|0.112854649905       |     1.1e-11| 1.54703e-13|         7.0e-19|          |        |             |                   |           |                 |               |        |            |                  |        |           |              |          |                |        |NRAD       |1.16e+04|4.23e+12|                   |
|PSR J0421-0345  |04 21 33.5560|-03 45 06.600|2.161308494552       |     1.5e-11| 1.16338e-15|         1.5e-19|  44.61000| 0.09000|        0.500|                   |           |                 |               |        |            |                  |        |           |              |          |                |    2.20|R          |2.94e+07|1.60e+12|                   |
|PSR J1902-0340  |19 02 50.7000|-03 40 18.000|1.5246721060         |     4.0e-10| 2.00000e-15|         1.7e-16| 114.00000| 6.00000|        0.220|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    4.05|R          |1.21e+07|1.77e+12|                   |
|PSR J1743-0339  |17 43 08.1800|-03 39 11.500|0.44464510677        |     1.0e-10| 1.55620e-15|         8.0e-19|  30.26000| 0.11000|        0.500|                   |       -1.1|              0.1|               |        |            |                  |        |           |              |          |                |    0.20|R          |4.53e+06|8.42e+11|                   |
|PSR J1833-0338  |18 33 41.8945|-03 39 04.258|0.6867328372450      |     1.5e-12| 4.15610e-14|         1.5e-19| 234.53800| 0.01300|        2.800|              0.300|       -2.8|              0.1|               |        |            |                  |        |           |              |          |                |    2.50|R          |2.62e+05|5.41e+12|             271.75|
|PSR J1839-0332  |18 39 56.5830|-03 32 58.600|2.67568226451        |     6.0e-11| 4.76000e-15|         6.0e-18| 195.10000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    4.04|R          |8.91e+06|3.61e+12|                   |
|PSR J1821-0331  |18 21 44.7000|-03 31 12.700|0.90231562918        |     4.0e-11| 2.53000e-15|         2.0e-17| 171.50000| 0.00000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |    7.56|R          |5.65e+06|1.53e+12|                   |
|PSR J1332-03    |13 32 00.0000|-03 26 00.000|1.10640              |     5.0e-05|            |                |  27.10000| 0.20000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   25.00|R          |        |        |                   |
|PSR J1839-0321  |18 39 37.5150|-03 21 10.500|0.238777817900       |     9.0e-12| 1.25200e-14|         3.0e-18| 452.60000| 0.30000|        0.270|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    7.88|R          |3.02e+05|1.75e+12|                   |
|PSR J1825-0319  |18 25 55.9531|-03 19 57.570|0.004553527919736    |     4.0e-15| 6.80000e-21|         3.0e-22| 119.50000| 0.40000|        0.200|              0.060|           |                 |   18.266400000| 1.1e-05|  0.00019390|        0.00000120|  0.1766|     0.2066|He            |          |                |    3.86|R          |1.06e+10|1.78e+08|                   |
|PSR J1645-0317  |16 45 02.0406|-03 17 57.819|0.387689698034       |     7.0e-12| 1.78043e-15|         1.7e-20|  35.75550| 0.00080|       11.500|              2.300|       -2.3|              0.2|               |        |            |                  |        |           |              |          |                |    3.85|R          |3.45e+06|8.41e+11|             374.28|
|PSR J1849-0317  |18 49 57.8500|-03 17 31.000|0.66840782878        |     4.0e-11| 2.20300e-14|         1.8e-17|  42.90000| 2.80000|        0.700|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |    1.27|R          |4.81e+05|3.88e+12|                   |
|PSR J1845-0316  |18 45 52.9000|-03 16 05.000|0.2076357201         |     1.0e-10| 8.86000e-15|         6.0e-17| 500.00000| 0.14000|        0.350|              0.040|       -2.7|              1.3|               |        |            |                  |        |           |              |          |                |    5.06|R          |3.71e+05|1.37e+12|                   |
|PSR J1622-0315  |16 22 59.6285|-03 15 37.328|0.003845429067931    |     3.0e-15| 1.16000e-20|         1.0e-22|  21.40000| 0.00000|             |                   |           |                 |    0.219258000| 5.0e-06|            |                  |        |           |MS            |     14.29|            0.20|    1.14|HE         |5.25e+09|2.14e+08|             219.10|
|PSR J1403-0314  |14 03 41.0000|-03 15 28.000|0.362634             |     0.0e+00|            |                |  31.00000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   25.00|R          |        |        |                   |
|PSR J1901-0315  |19 01 16.3300|-03 15 14.300|0.80169309688        |     1.1e-10| 2.57000e-15|         4.0e-17| 242.60000| 1.60000|        0.090|                   |           |                 |               |        |            |                  |        |           |              |          |                |    8.45|R          |4.94e+06|1.45e+12|                   |
|PSR J1901-0312  |19 01 15.6750|-03 12 29.500|0.355725186569       |     1.4e-11| 2.29200e-15|         6.0e-18| 106.40000| 1.10000|        0.230|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    3.77|R          |2.46e+06|9.14e+11|                   |
|PSR J1844-0310  |18 44 45.4800|-03 10 37.100|0.52504914274        |     4.0e-11| 1.02350e-14|         4.0e-18| 836.10000| 0.50000|        0.530|              0.060|       -2.1|              1.0|               |        |            |                  |        |           |              |          |                |    5.97|R          |8.13e+05|2.35e+12|                   |
